time, mass, displacement x, displacement y, displacement, velocity x, velocity y, velocity, acceleration x, acceleration y, acceleration
38.2, 10, 2817.226, 0, 2817.226, 121.4987, 0, 121.4987, 2.5, -6.610001, 7.066973, 
38.24, 10, 2822.088, 0, 2822.088, 121.5987, 0, 121.5987, 2.5, -6.610001, 7.066973, 
38.28, 10, 2826.954, 0, 2826.954, 121.6987, 0, 121.6987, 2.5, -6.610001, 7.066973, 
38.32, 10, 2831.824, 0, 2831.824, 121.7987, 0, 121.7987, 2.5, -6.610001, 7.066973, 
38.36, 10, 2836.698, 0, 2836.698, 121.8987, 0, 121.8987, 2.5, -6.610001, 7.066973, 
38.4, 10, 2841.576, 0, 2841.576, 121.9986, 0, 121.9986, 2.5, -6.610001, 7.066973, 
38.44, 10, 2846.458, 0, 2846.458, 122.0986, 0, 122.0986, 2.5, -6.610001, 7.066973, 
38.48, 10, 2851.344, 0, 2851.344, 122.1986, 0, 122.1986, 2.5, -6.610001, 7.066973, 
38.52, 10, 2856.234, 0, 2856.234, 122.2986, 0, 122.2986, 2.5, -6.610001, 7.066973, 
38.56, 10, 2861.128, 0, 2861.128, 122.3986, 0, 122.3986, 2.5, -6.610001, 7.066973, 
38.6, 10, 2866.026, 0, 2866.026, 122.4986, 0, 122.4986, 2.5, -6.610001, 7.066973, 
38.64, 10, 2870.928, 0, 2870.928, 122.5986, 0, 122.5986, 2.5, -6.610001, 7.066973, 
38.68, 10, 2875.834, 0, 2875.834, 122.6986, 0, 122.6986, 2.5, -6.610001, 7.066973, 
38.72, 10, 2880.744, 0, 2880.744, 122.7986, 0, 122.7986, 2.5, -6.610001, 7.066973, 
38.76, 10, 2885.658, 0, 2885.658, 122.8986, 0, 122.8986, 2.5, -6.610001, 7.066973, 
38.8, 10, 2890.576, 0, 2890.576, 122.9986, 0, 122.9986, 2.5, -6.610001, 7.066973, 
38.84, 10, 2895.498, 0, 2895.498, 123.0986, 0, 123.0986, 2.5, -6.610001, 7.066973, 
38.88, 10, 2900.424, 0, 2900.424, 123.1986, 0, 123.1986, 2.5, -6.610001, 7.066973, 
38.92, 10, 2905.354, 0, 2905.354, 123.2986, 0, 123.2986, 2.5, -6.610001, 7.066973, 
38.96, 10, 2910.287, 0, 2910.287, 123.3986, 0, 123.3986, 2.5, -6.610001, 7.066973, 
39, 10, 2915.225, 0, 2915.225, 123.4986, 0, 123.4986, 2.5, -6.610001, 7.066973, 
39.04, 10, 2920.167, 0, 2920.167, 123.5986, 0, 123.5986, 2.5, -6.610001, 7.066973, 
39.08, 10, 2925.113, 0, 2925.113, 123.6986, 0, 123.6986, 2.5, -6.610001, 7.066973, 
39.12, 10, 2930.063, 0, 2930.063, 123.7986, 0, 123.7986, 2.5, -6.610001, 7.066973, 
39.16, 10, 2935.017, 0, 2935.017, 123.8986, 0, 123.8986, 2.5, -6.610001, 7.066973, 
39.2, 10, 2939.975, 0, 2939.975, 123.9986, 0, 123.9986, 2.5, -6.610001, 7.066973, 
39.24, 10, 2944.937, 0, 2944.937, 124.0986, 0, 124.0986, 2.5, -6.610001, 7.066973, 
39.28, 10, 2949.903, 0, 2949.903, 124.1986, 0, 124.1986, 2.5, -6.610001, 7.066973, 
39.32, 10, 2954.873, 0, 2954.873, 124.2986, 0, 124.2986, 2.5, -6.610001, 7.066973, 
39.36, 10, 2959.847, 0, 2959.847, 124.3986, 0, 124.3986, 2.5, -6.610001, 7.066973, 
39.4, 10, 2964.825, 0, 2964.825, 124.4986, 0, 124.4986, 2.5, -6.610001, 7.066973, 
39.44, 10, 2969.807, 0, 2969.807, 124.5986, 0, 124.5986, 2.5, -6.610001, 7.066973, 
39.48, 10, 2974.793, 0, 2974.793, 124.6986, 0, 124.6986, 2.5, -6.610001, 7.066973, 
39.52, 10, 2979.783, 0, 2979.783, 124.7986, 0, 124.7986, 2.5, -6.610001, 7.066973, 
39.56, 10, 2984.777, 0, 2984.777, 124.8986, 0, 124.8986, 2.5, -6.610001, 7.066973, 
39.6, 10, 2989.775, 0, 2989.775, 124.9986, 0, 124.9986, 2.5, -6.610001, 7.066973, 
39.64, 10, 2994.777, 0, 2994.777, 125.0986, 0, 125.0986, 2.5, -6.610001, 7.066973, 
39.68, 10, 2999.782, 0, 2999.782, 125.1986, 0, 125.1986, 2.5, -6.610001, 7.066973, 
39.72, 10, 3004.792, 0, 3004.792, 125.2986, 0, 125.2986, 2.5, -6.610001, 7.066973, 
39.76, 10, 3009.806, 0, 3009.806, 125.3986, 0, 125.3986, 2.5, -6.610001, 7.066973, 
39.8, 10, 3014.824, 0, 3014.824, 125.4986, 0, 125.4986, 2.5, -6.610001, 7.066973, 
39.84, 10, 3019.846, 0, 3019.846, 125.5986, 0, 125.5986, 2.5, -6.610001, 7.066973, 
39.88, 10, 3024.872, 0, 3024.872, 125.6986, 0, 125.6986, 2.5, -6.610001, 7.066973, 
39.92, 10, 3029.902, 0, 3029.902, 125.7986, 0, 125.7986, 2.5, -6.610001, 7.066973, 
39.96, 10, 3034.936, 0, 3034.936, 125.8986, 0, 125.8986, 2.5, -6.610001, 7.066973, 
40, 10, 3039.974, 0, 3039.974, 125.9986, 0, 125.9986, 2.5, -6.610001, 7.066973, 
40.04, 10, 3045.016, 0, 3045.016, 126.0986, 0, 126.0986, 2.5, -6.610001, 7.066973, 
40.08, 10, 3050.062, 0, 3050.062, 126.1986, 0, 126.1986, 2.5, -6.610001, 7.066973, 
40.12, 10, 3055.112, 0, 3055.112, 126.2986, 0, 126.2986, 2.5, -6.610001, 7.066973, 
40.16, 10, 3060.166, 0, 3060.166, 126.3986, 0, 126.3986, 2.5, -6.610001, 7.066973, 
40.2, 10, 3065.224, 0, 3065.224, 126.4986, 0, 126.4986, 2.5, -6.610001, 7.066973, 
40.24, 10, 3070.286, 0, 3070.286, 126.5986, 0, 126.5986, 2.5, -6.610001, 7.066973, 
40.28, 10, 3075.352, 0, 3075.352, 126.6986, 0, 126.6986, 2.5, -6.610001, 7.066973, 
40.32, 10, 3080.421, 0, 3080.421, 126.7986, 0, 126.7986, 2.5, -6.610001, 7.066973, 
40.36, 10, 3085.495, 0, 3085.495, 126.8986, 0, 126.8986, 2.5, -6.610001, 7.066973, 
40.4, 10, 3090.573, 0, 3090.573, 126.9986, 0, 126.9986, 2.5, -6.610001, 7.066973, 
40.44, 10, 3095.655, 0, 3095.655, 127.0986, 0, 127.0986, 2.5, -6.610001, 7.066973, 
40.48, 10, 3100.741, 0, 3100.741, 127.1986, 0, 127.1986, 2.5, -6.610001, 7.066973, 
40.52, 10, 3105.831, 0, 3105.831, 127.2986, 0, 127.2986, 2.5, -6.610001, 7.066973, 
40.56, 10, 3110.925, 0, 3110.925, 127.3986, 0, 127.3986, 2.5, -6.610001, 7.066973, 
40.6, 10, 3116.023, 0, 3116.023, 127.4986, 0, 127.4986, 2.5, -6.610001, 7.066973, 
40.64, 10, 3121.125, 0, 3121.125, 127.5986, 0, 127.5986, 2.5, -6.610001, 7.066973, 
40.68, 10, 3126.231, 0, 3126.231, 127.6986, 0, 127.6986, 2.5, -6.610001, 7.066973, 
40.72, 10, 3131.341, 0, 3131.341, 127.7986, 0, 127.7986, 2.5, -6.610001, 7.066973, 
40.76, 10, 3136.455, 0, 3136.455, 127.8986, 0, 127.8986, 2.5, -6.610001, 7.066973, 
40.8, 10, 3141.573, 0, 3141.573, 127.9986, 0, 127.9986, 2.5, -6.610001, 7.066973, 
40.84, 10, 3146.695, 0, 3146.695, 128.0986, 0, 128.0986, 2.5, -6.610001, 7.066973, 
40.88, 10, 3151.821, 0, 3151.821, 128.1986, 0, 128.1986, 2.5, -6.610001, 7.066973, 
40.92, 10, 3156.95, 0, 3156.95, 128.2986, 0, 128.2986, 2.5, -6.610001, 7.066973, 
40.96, 10, 3162.084, 0, 3162.084, 128.3986, 0, 128.3986, 2.5, -6.610001, 7.066973, 
41, 10, 3167.222, 0, 3167.222, 128.4986, 0, 128.4986, 2.5, -6.610001, 7.066973, 
41.04, 10, 3172.364, 0, 3172.364, 128.5986, 0, 128.5986, 2.5, -6.610001, 7.066973, 
41.08, 10, 3177.51, 0, 3177.51, 128.6986, 0, 128.6986, 2.5, -6.610001, 7.066973, 
41.12, 10, 3182.66, 0, 3182.66, 128.7986, 0, 128.7986, 2.5, -6.610001, 7.066973, 
41.16, 10, 3187.814, 0, 3187.814, 128.8986, 0, 128.8986, 2.5, -6.610001, 7.066973, 
41.2, 10, 3192.972, 0, 3192.972, 128.9986, 0, 128.9986, 2.5, -6.610001, 7.066973, 
41.24, 10, 3198.134, 0, 3198.134, 129.0986, 0, 129.0986, 2.5, -6.610001, 7.066973, 
41.28, 10, 3203.3, 0, 3203.3, 129.1986, 0, 129.1986, 2.5, -6.610001, 7.066973, 
41.32, 10, 3208.47, 0, 3208.47, 129.2986, 0, 129.2986, 2.5, -6.610001, 7.066973, 
41.36, 10, 3213.644, 0, 3213.644, 129.3986, 0, 129.3986, 2.5, -6.610001, 7.066973, 
41.4, 10, 3218.822, 0, 3218.822, 129.4986, 0, 129.4986, 2.5, -6.610001, 7.066973, 
41.44, 10, 3224.004, 0, 3224.004, 129.5986, 0, 129.5986, 2.5, -6.610001, 7.066973, 
41.48, 10, 3229.19, 0, 3229.19, 129.6987, 0, 129.6987, 2.5, -6.610001, 7.066973, 
41.52, 10, 3234.38, 0, 3234.38, 129.7987, 0, 129.7987, 2.5, -6.610001, 7.066973, 
41.56, 10, 3239.573, 0, 3239.573, 129.8987, 0, 129.8987, 2.5, -6.610001, 7.066973, 
41.6, 10, 3244.771, 0, 3244.771, 129.9987, 0, 129.9987, 2.5, -6.610001, 7.066973, 
41.64, 10, 3249.973, 0, 3249.973, 130.0987, 0, 130.0987, 2.5, -6.610001, 7.066973, 
41.68, 10, 3255.179, 0, 3255.179, 130.1987, 0, 130.1987, 2.5, -6.610001, 7.066973, 
41.72, 10, 3260.389, 0, 3260.389, 130.2987, 0, 130.2987, 2.5, -6.610001, 7.066973, 
41.76, 10, 3265.603, 0, 3265.603, 130.3987, 0, 130.3987, 2.5, -6.610001, 7.066973, 
41.8, 10, 3270.821, 0, 3270.821, 130.4987, 0, 130.4987, 2.5, -6.610001, 7.066973, 
41.84, 10, 3276.043, 0, 3276.043, 130.5987, 0, 130.5987, 2.5, -6.610001, 7.066973, 
41.88, 10, 3281.269, 0, 3281.269, 130.6987, 0, 130.6987, 2.5, -6.610001, 7.066973, 
41.92, 10, 3286.499, 0, 3286.499, 130.7987, 0, 130.7987, 2.5, -6.610001, 7.066973, 
41.96, 10, 3291.733, 0, 3291.733, 130.8987, 0, 130.8987, 2.5, -6.610001, 7.066973, 
42, 10, 3296.971, 0, 3296.971, 130.9987, 0, 130.9987, 2.5, -6.610001, 7.066973, 
42.04, 10, 3302.213, 0, 3302.213, 131.0987, 0, 131.0987, 2.5, -6.610001, 7.066973, 
42.08, 10, 3307.459, 0, 3307.459, 131.1987, 0, 131.1987, 2.5, -6.610001, 7.066973, 
42.12, 10, 3312.709, 0, 3312.709, 131.2988, 0, 131.2988, 2.5, -6.610001, 7.066973, 
42.16, 10, 3317.963, 0, 3317.963, 131.3988, 0, 131.3988, 2.5, -6.610001, 7.066973, 
42.2, 10, 3323.221, 0, 3323.221, 131.4988, 0, 131.4988, 2.5, -6.610001, 7.066973, 
42.24, 10, 3328.483, 0, 3328.483, 131.5988, 0, 131.5988, 2.5, -6.610001, 7.066973, 
42.28, 10, 3333.749, 0, 3333.749, 131.6988, 0, 131.6988, 2.5, -6.610001, 7.066973, 
42.32, 10, 3339.019, 0, 3339.019, 131.7988, 0, 131.7988, 2.5, -6.610001, 7.066973, 
42.36, 10, 3344.292, 0, 3344.292, 131.8988, 0, 131.8988, 2.5, -6.610001, 7.066973, 
