time, mass, displacement x, displacement y, displacement, velocity x, velocity y, velocity, acceleration x, acceleration y, acceleration
18.24, 10, 890.1077, 0, 890.1077, 71.59942, 0, 71.59942, 2.5, -6.610001, 7.066973, 
18.28, 10, 892.9737, 0, 892.9737, 71.69942, 0, 71.69942, 2.5, -6.610001, 7.066973, 
18.32, 10, 895.8437, 0, 895.8437, 71.79942, 0, 71.79942, 2.5, -6.610001, 7.066973, 
18.36, 10, 898.7177, 0, 898.7177, 71.89941, 0, 71.89941, 2.5, -6.610001, 7.066973, 
18.4, 10, 901.5956, 0, 901.5956, 71.99941, 0, 71.99941, 2.5, -6.610001, 7.066973, 
18.44, 10, 904.4776, 0, 904.4776, 72.09941, 0, 72.09941, 2.5, -6.610001, 7.066973, 
18.48, 10, 907.3636, 0, 907.3636, 72.19941, 0, 72.19941, 2.5, -6.610001, 7.066973, 
18.52, 10, 910.2535, 0, 910.2535, 72.29941, 0, 72.29941, 2.5, -6.610001, 7.066973, 
18.56, 10, 913.1475, 0, 913.1475, 72.39941, 0, 72.39941, 2.5, -6.610001, 7.066973, 
18.6, 10, 916.0455, 0, 916.0455, 72.4994, 0, 72.4994, 2.5, -6.610001, 7.066973, 
18.64, 10, 918.9474, 0, 918.9474, 72.5994, 0, 72.5994, 2.5, -6.610001, 7.066973, 
18.68, 10, 921.8535, 0, 921.8535, 72.6994, 0, 72.6994, 2.5, -6.610001, 7.066973, 
18.72, 10, 924.7634, 0, 924.7634, 72.7994, 0, 72.7994, 2.5, -6.610001, 7.066973, 
18.76, 10, 927.6774, 0, 927.6774, 72.8994, 0, 72.8994, 2.5, -6.610001, 7.066973, 
18.8, 10, 930.5954, 0, 930.5954, 72.9994, 0, 72.9994, 2.5, -6.610001, 7.066973, 
18.84, 10, 933.5174, 0, 933.5174, 73.0994, 0, 73.0994, 2.5, -6.610001, 7.066973, 
18.88, 10, 936.4434, 0, 936.4434, 73.19939, 0, 73.19939, 2.5, -6.610001, 7.066973, 
18.92, 10, 939.3734, 0, 939.3734, 73.29939, 0, 73.29939, 2.5, -6.610001, 7.066973, 
18.96, 10, 942.3073, 0, 942.3073, 73.39939, 0, 73.39939, 2.5, -6.610001, 7.066973, 
19, 10, 945.2453, 0, 945.2453, 73.49939, 0, 73.49939, 2.5, -6.610001, 7.066973, 
19.04, 10, 948.1873, 0, 948.1873, 73.59939, 0, 73.59939, 2.5, -6.610001, 7.066973, 
19.08, 10, 951.1332, 0, 951.1332, 73.69939, 0, 73.69939, 2.5, -6.610001, 7.066973, 
19.12, 10, 954.0832, 0, 954.0832, 73.79939, 0, 73.79939, 2.5, -6.610001, 7.066973, 
19.16, 10, 957.0372, 0, 957.0372, 73.89938, 0, 73.89938, 2.5, -6.610001, 7.066973, 
19.2, 10, 959.9951, 0, 959.9951, 73.99938, 0, 73.99938, 2.5, -6.610001, 7.066973, 
19.24, 10, 962.9571, 0, 962.9571, 74.09938, 0, 74.09938, 2.5, -6.610001, 7.066973, 
19.28, 10, 965.9231, 0, 965.9231, 74.19938, 0, 74.19938, 2.5, -6.610001, 7.066973, 
19.32, 10, 968.8931, 0, 968.8931, 74.29938, 0, 74.29938, 2.5, -6.610001, 7.066973, 
19.36, 10, 971.8671, 0, 971.8671, 74.39938, 0, 74.39938, 2.5, -6.610001, 7.066973, 
19.4, 10, 974.845, 0, 974.845, 74.49937, 0, 74.49937, 2.5, -6.610001, 7.066973, 
19.44, 10, 977.827, 0, 977.827, 74.59937, 0, 74.59937, 2.5, -6.610001, 7.066973, 
19.48, 10, 980.813, 0, 980.813, 74.69937, 0, 74.69937, 2.5, -6.610001, 7.066973, 
19.52, 10, 983.803, 0, 983.803, 74.79937, 0, 74.79937, 2.5, -6.610001, 7.066973, 
19.56, 10, 986.7969, 0, 986.7969, 74.89937, 0, 74.89937, 2.5, -6.610001, 7.066973, 
19.6, 10, 989.7949, 0, 989.7949, 74.99937, 0, 74.99937, 2.5, -6.610001, 7.066973, 
19.64, 10, 992.7969, 0, 992.7969, 75.09937, 0, 75.09937, 2.5, -6.610001, 7.066973, 
19.68, 10, 995.8029, 0, 995.8029, 75.19936, 0, 75.19936, 2.5, -6.610001, 7.066973, 
19.72, 10, 998.8128, 0, 998.8128, 75.29936, 0, 75.29936, 2.5, -6.610001, 7.066973, 
19.76, 10, 1001.827, 0, 1001.827, 75.39936, 0, 75.39936, 2.5, -6.610001, 7.066973, 
19.8, 10, 1004.845, 0, 1004.845, 75.49936, 0, 75.49936, 2.5, -6.610001, 7.066973, 
19.84, 10, 1007.867, 0, 1007.867, 75.59936, 0, 75.59936, 2.5, -6.610001, 7.066973, 
19.88, 10, 1010.893, 0, 1010.893, 75.69936, 0, 75.69936, 2.5, -6.610001, 7.066973, 
19.92, 10, 1013.923, 0, 1013.923, 75.79935, 0, 75.79935, 2.5, -6.610001, 7.066973, 
19.96, 10, 1016.957, 0, 1016.957, 75.89935, 0, 75.89935, 2.5, -6.610001, 7.066973, 
20, 10, 1019.995, 0, 1019.995, 75.99935, 0, 75.99935, 2.5, -6.610001, 7.066973, 
20.04, 10, 1023.037, 0, 1023.037, 76.09935, 0, 76.09935, 2.5, -6.610001, 7.066973, 
20.08, 10, 1026.083, 0, 1026.083, 76.19935, 0, 76.19935, 2.5, -6.610001, 7.066973, 
20.12, 10, 1029.133, 0, 1029.133, 76.29935, 0, 76.29935, 2.5, -6.610001, 7.066973, 
20.16, 10, 1032.187, 0, 1032.187, 76.39935, 0, 76.39935, 2.5, -6.610001, 7.066973, 
20.2, 10, 1035.245, 0, 1035.245, 76.49934, 0, 76.49934, 2.5, -6.610001, 7.066973, 
20.24, 10, 1038.307, 0, 1038.307, 76.59934, 0, 76.59934, 2.5, -6.610001, 7.066973, 
20.28, 10, 1041.372, 0, 1041.372, 76.69934, 0, 76.69934, 2.5, -6.610001, 7.066973, 
20.32, 10, 1044.442, 0, 1044.442, 76.79934, 0, 76.79934, 2.5, -6.610001, 7.066973, 
20.36, 10, 1047.516, 0, 1047.516, 76.89934, 0, 76.89934, 2.5, -6.610001, 7.066973, 
20.4, 10, 1050.594, 0, 1050.594, 76.99934, 0, 76.99934, 2.5, -6.610001, 7.066973, 
20.44, 10, 1053.676, 0, 1053.676, 77.09933, 0, 77.09933, 2.5, -6.610001, 7.066973, 
20.48, 10, 1056.762, 0, 1056.762, 77.19933, 0, 77.19933, 2.5, -6.610001, 7.066973, 
20.52, 10, 1059.852, 0, 1059.852, 77.29933, 0, 77.29933, 2.5, -6.610001, 7.066973, 
20.56, 10, 1062.946, 0, 1062.946, 77.39933, 0, 77.39933, 2.5, -6.610001, 7.066973, 
20.6, 10, 1066.044, 0, 1066.044, 77.49933, 0, 77.49933, 2.5, -6.610001, 7.066973, 
20.64, 10, 1069.146, 0, 1069.146, 77.59933, 0, 77.59933, 2.5, -6.610001, 7.066973, 
20.68, 10, 1072.252, 0, 1072.252, 77.69933, 0, 77.69933, 2.5, -6.610001, 7.066973, 
20.72, 10, 1075.362, 0, 1075.362, 77.79932, 0, 77.79932, 2.5, -6.610001, 7.066973, 
20.76, 10, 1078.476, 0, 1078.476, 77.89932, 0, 77.89932, 2.5, -6.610001, 7.066973, 
20.8, 10, 1081.594, 0, 1081.594, 77.99932, 0, 77.99932, 2.5, -6.610001, 7.066973, 
20.84, 10, 1084.716, 0, 1084.716, 78.09932, 0, 78.09932, 2.5, -6.610001, 7.066973, 
20.88, 10, 1087.842, 0, 1087.842, 78.19932, 0, 78.19932, 2.5, -6.610001, 7.066973, 
20.92, 10, 1090.972, 0, 1090.972, 78.29932, 0, 78.29932, 2.5, -6.610001, 7.066973, 
20.96, 10, 1094.106, 0, 1094.106, 78.39931, 0, 78.39931, 2.5, -6.610001, 7.066973, 
21, 10, 1097.244, 0, 1097.244, 78.49931, 0, 78.49931, 2.5, -6.610001, 7.066973, 
21.04, 10, 1100.386, 0, 1100.386, 78.59931, 0, 78.59931, 2.5, -6.610001, 7.066973, 
21.08, 10, 1103.532, 0, 1103.532, 78.69931, 0, 78.69931, 2.5, -6.610001, 7.066973, 
21.12, 10, 1106.682, 0, 1106.682, 78.79931, 0, 78.79931, 2.5, -6.610001, 7.066973, 
21.16, 10, 1109.836, 0, 1109.836, 78.89931, 0, 78.89931, 2.5, -6.610001, 7.066973, 
21.2, 10, 1112.994, 0, 1112.994, 78.99931, 0, 78.99931, 2.5, -6.610001, 7.066973, 
21.24, 10, 1116.156, 0, 1116.156, 79.0993, 0, 79.0993, 2.5, -6.610001, 7.066973, 
21.28, 10, 1119.322, 0, 1119.322, 79.1993, 0, 79.1993, 2.5, -6.610001, 7.066973, 
21.32, 10, 1122.492, 0, 1122.492, 79.2993, 0, 79.2993, 2.5, -6.610001, 7.066973, 
21.36, 10, 1125.666, 0, 1125.666, 79.3993, 0, 79.3993, 2.5, -6.610001, 7.066973, 
21.4, 10, 1128.844, 0, 1128.844, 79.4993, 0, 79.4993, 2.5, -6.610001, 7.066973, 
21.44, 10, 1132.026, 0, 1132.026, 79.5993, 0, 79.5993, 2.5, -6.610001, 7.066973, 
21.48, 10, 1135.212, 0, 1135.212, 79.6993, 0, 79.6993, 2.5, -6.610001, 7.066973, 
21.52, 10, 1138.402, 0, 1138.402, 79.79929, 0, 79.79929, 2.5, -6.610001, 7.066973, 
21.56, 10, 1141.596, 0, 1141.596, 79.89929, 0, 79.89929, 2.5, -6.610001, 7.066973, 
21.6, 10, 1144.794, 0, 1144.794, 79.99929, 0, 79.99929, 2.5, -6.610001, 7.066973, 
21.64, 10, 1147.996, 0, 1147.996, 80.09929, 0, 80.09929, 2.5, -6.610001, 7.066973, 
21.68, 10, 1151.202, 0, 1151.202, 80.19929, 0, 80.19929, 2.5, -6.610001, 7.066973, 
21.72, 10, 1154.411, 0, 1154.411, 80.29929, 0, 80.29929, 2.5, -6.610001, 7.066973, 
21.76, 10, 1157.625, 0, 1157.625, 80.39928, 0, 80.39928, 2.5, -6.610001, 7.066973, 
21.8, 10, 1160.844, 0, 1160.844, 80.49928, 0, 80.49928, 2.5, -6.610001, 7.066973, 
21.84, 10, 1164.065, 0, 1164.065, 80.59928, 0, 80.59928, 2.5, -6.610001, 7.066973, 
21.88, 10, 1167.291, 0, 1167.291, 80.69928, 0, 80.69928, 2.5, -6.610001, 7.066973, 
21.92, 10, 1170.521, 0, 1170.521, 80.79928, 0, 80.79928, 2.5, -6.610001, 7.066973, 
21.96, 10, 1173.755, 0, 1173.755, 80.89928, 0, 80.89928, 2.5, -6.610001, 7.066973, 
22, 10, 1176.993, 0, 1176.993, 80.99928, 0, 80.99928, 2.5, -6.610001, 7.066973, 
22.04, 10, 1180.235, 0, 1180.235, 81.09927, 0, 81.09927, 2.5, -6.610001, 7.066973, 
22.08, 10, 1183.481, 0, 1183.481, 81.19927, 0, 81.19927, 2.5, -6.610001, 7.066973, 
22.12, 10, 1186.731, 0, 1186.731, 81.29927, 0, 81.29927, 2.5, -6.610001, 7.066973, 
22.16, 10, 1189.985, 0, 1189.985, 81.39927, 0, 81.39927, 2.5, -6.610001, 7.066973, 
22.2, 10, 1193.243, 0, 1193.243, 81.49927, 0, 81.49927, 2.5, -6.610001, 7.066973, 
22.24, 10, 1196.505, 0, 1196.505, 81.59927, 0, 81.59927, 2.5, -6.610001, 7.066973, 
22.28, 10, 1199.771, 0, 1199.771, 81.69926, 0, 81.69926, 2.5, -6.610001, 7.066973, 
22.32, 10, 1203.041, 0, 1203.041, 81.79926, 0, 81.79926, 2.5, -6.610001, 7.066973, 
22.36, 10, 1206.315, 0, 1206.315, 81.89926, 0, 81.89926, 2.5, -6.610001, 7.066973, 
22.4, 10, 1209.593, 0, 1209.593, 81.99926, 0, 81.99926, 2.5, -6.610001, 7.066973, 
22.44, 10, 1212.875, 0, 1212.875, 82.09926, 0, 82.09926, 2.5, -6.610001, 7.066973, 
22.48, 10, 1216.161, 0, 1216.161, 82.19926, 0, 82.19926, 2.5, -6.610001, 7.066973, 
22.52, 10, 1219.451, 0, 1219.451, 82.29926, 0, 82.29926, 2.5, -6.610001, 7.066973, 
22.56, 10, 1222.745, 0, 1222.745, 82.39925, 0, 82.39925, 2.5, -6.610001, 7.066973, 
22.6, 10, 1226.043, 0, 1226.043, 82.49925, 0, 82.49925, 2.5, -6.610001, 7.066973, 
22.64, 10, 1229.345, 0, 1229.345, 82.59925, 0, 82.59925, 2.5, -6.610001, 7.066973, 
22.68, 10, 1232.651, 0, 1232.651, 82.69925, 0, 82.69925, 2.5, -6.610001, 7.066973, 
22.72, 10, 1235.961, 0, 1235.961, 82.79925, 0, 82.79925, 2.5, -6.610001, 7.066973, 
22.76, 10, 1239.275, 0, 1239.275, 82.89925, 0, 82.89925, 2.5, -6.610001, 7.066973, 
22.8, 10, 1242.593, 0, 1242.593, 82.99924, 0, 82.99924, 2.5, -6.610001, 7.066973, 
22.84, 10, 1245.915, 0, 1245.915, 83.09924, 0, 83.09924, 2.5, -6.610001, 7.066973, 
22.88, 10, 1249.241, 0, 1249.241, 83.19924, 0, 83.19924, 2.5, -6.610001, 7.066973, 
22.92, 10, 1252.571, 0, 1252.571, 83.29924, 0, 83.29924, 2.5, -6.610001, 7.066973, 
22.96, 10, 1255.905, 0, 1255.905, 83.39924, 0, 83.39924, 2.5, -6.610001, 7.066973, 
23, 10, 1259.243, 0, 1259.243, 83.49924, 0, 83.49924, 2.5, -6.610001, 7.066973, 
23.04, 10, 1262.585, 0, 1262.585, 83.59924, 0, 83.59924, 2.5, -6.610001, 7.066973, 
23.08, 10, 1265.931, 0, 1265.931, 83.69923, 0, 83.69923, 2.5, -6.610001, 7.066973, 
23.12, 10, 1269.281, 0, 1269.281, 83.79923, 0, 83.79923, 2.5, -6.610001, 7.066973, 
23.16, 10, 1272.635, 0, 1272.635, 83.89923, 0, 83.89923, 2.5, -6.610001, 7.066973, 
23.2, 10, 1275.992, 0, 1275.992, 83.99923, 0, 83.99923, 2.5, -6.610001, 7.066973, 
23.24, 10, 1279.354, 0, 1279.354, 84.09923, 0, 84.09923, 2.5, -6.610001, 7.066973, 
23.28, 10, 1282.72, 0, 1282.72, 84.19923, 0, 84.19923, 2.5, -6.610001, 7.066973, 
23.32, 10, 1286.09, 0, 1286.09, 84.29922, 0, 84.29922, 2.5, -6.610001, 7.066973, 
23.36, 10, 1289.464, 0, 1289.464, 84.39922, 0, 84.39922, 2.5, -6.610001, 7.066973, 
23.4, 10, 1292.842, 0, 1292.842, 84.49922, 0, 84.49922, 2.5, -6.610001, 7.066973, 
23.44, 10, 1296.224, 0, 1296.224, 84.59922, 0, 84.59922, 2.5, -6.610001, 7.066973, 
23.48, 10, 1299.61, 0, 1299.61, 84.69922, 0, 84.69922, 2.5, -6.610001, 7.066973, 
23.52, 10, 1303, 0, 1303, 84.79922, 0, 84.79922, 2.5, -6.610001, 7.066973, 
23.56, 10, 1306.394, 0, 1306.394, 84.89922, 0, 84.89922, 2.5, -6.610001, 7.066973, 
23.6, 10, 1309.792, 0, 1309.792, 84.99921, 0, 84.99921, 2.5, -6.610001, 7.066973, 
23.64, 10, 1313.194, 0, 1313.194, 85.09921, 0, 85.09921, 2.5, -6.610001, 7.066973, 
23.68, 10, 1316.6, 0, 1316.6, 85.19921, 0, 85.19921, 2.5, -6.610001, 7.066973, 
23.72, 10, 1320.01, 0, 1320.01, 85.29921, 0, 85.29921, 2.5, -6.610001, 7.066973, 
23.76, 10, 1323.424, 0, 1323.424, 85.39921, 0, 85.39921, 2.5, -6.610001, 7.066973, 
23.8, 10, 1326.842, 0, 1326.842, 85.49921, 0, 85.49921, 2.5, -6.610001, 7.066973, 
23.84, 10, 1330.264, 0, 1330.264, 85.59921, 0, 85.59921, 2.5, -6.610001, 7.066973, 
23.88, 10, 1333.69, 0, 1333.69, 85.6992, 0, 85.6992, 2.5, -6.610001, 7.066973, 
23.92, 10, 1337.12, 0, 1337.12, 85.7992, 0, 85.7992, 2.5, -6.610001, 7.066973, 
23.96, 10, 1340.554, 0, 1340.554, 85.8992, 0, 85.8992, 2.5, -6.610001, 7.066973, 
24, 10, 1343.992, 0, 1343.992, 85.9992, 0, 85.9992, 2.5, -6.610001, 7.066973, 
24.04, 10, 1347.434, 0, 1347.434, 86.0992, 0, 86.0992, 2.5, -6.610001, 7.066973, 
24.08, 10, 1350.88, 0, 1350.88, 86.1992, 0, 86.1992, 2.5, -6.610001, 7.066973, 
24.12, 10, 1354.33, 0, 1354.33, 86.29919, 0, 86.29919, 2.5, -6.610001, 7.066973, 
24.16, 10, 1357.784, 0, 1357.784, 86.39919, 0, 86.39919, 2.5, -6.610001, 7.066973, 
24.2, 10, 1361.242, 0, 1361.242, 86.49919, 0, 86.49919, 2.5, -6.610001, 7.066973, 
24.24, 10, 1364.704, 0, 1364.704, 86.59919, 0, 86.59919, 2.5, -6.610001, 7.066973, 
24.28, 10, 1368.17, 0, 1368.17, 86.69919, 0, 86.69919, 2.5, -6.610001, 7.066973, 
24.32, 10, 1371.64, 0, 1371.64, 86.79919, 0, 86.79919, 2.5, -6.610001, 7.066973, 
24.36, 10, 1375.114, 0, 1375.114, 86.89919, 0, 86.89919, 2.5, -6.610001, 7.066973, 
24.4, 10, 1378.592, 0, 1378.592, 86.99918, 0, 86.99918, 2.5, -6.610001, 7.066973, 
24.44, 10, 1382.073, 0, 1382.073, 87.09918, 0, 87.09918, 2.5, -6.610001, 7.066973, 
24.48, 10, 1385.559, 0, 1385.559, 87.19918, 0, 87.19918, 2.5, -6.610001, 7.066973, 
24.52, 10, 1389.049, 0, 1389.049, 87.29918, 0, 87.29918, 2.5, -6.610001, 7.066973, 
24.56, 10, 1392.543, 0, 1392.543, 87.39918, 0, 87.39918, 2.5, -6.610001, 7.066973, 
24.6, 10, 1396.041, 0, 1396.041, 87.49918, 0, 87.49918, 2.5, -6.610001, 7.066973, 
24.64, 10, 1399.543, 0, 1399.543, 87.59917, 0, 87.59917, 2.5, -6.610001, 7.066973, 
24.68, 10, 1403.049, 0, 1403.049, 87.69917, 0, 87.69917, 2.5, -6.610001, 7.066973, 
24.72, 10, 1406.559, 0, 1406.559, 87.79917, 0, 87.79917, 2.5, -6.610001, 7.066973, 
24.76, 10, 1410.073, 0, 1410.073, 87.89917, 0, 87.89917, 2.5, -6.610001, 7.066973, 
24.8, 10, 1413.591, 0, 1413.591, 87.99917, 0, 87.99917, 2.5, -6.610001, 7.066973, 
24.84, 10, 1417.113, 0, 1417.113, 88.09917, 0, 88.09917, 2.5, -6.610001, 7.066973, 
24.88, 10, 1420.639, 0, 1420.639, 88.19917, 0, 88.19917, 2.5, -6.610001, 7.066973, 
24.92, 10, 1424.169, 0, 1424.169, 88.29916, 0, 88.29916, 2.5, -6.610001, 7.066973, 
24.96, 10, 1427.703, 0, 1427.703, 88.39916, 0, 88.39916, 2.5, -6.610001, 7.066973, 
25, 10, 1431.241, 0, 1431.241, 88.49916, 0, 88.49916, 2.5, -6.610001, 7.066973, 
25.04, 10, 1434.783, 0, 1434.783, 88.59916, 0, 88.59916, 2.5, -6.610001, 7.066973, 
25.08, 10, 1438.329, 0, 1438.329, 88.69916, 0, 88.69916, 2.5, -6.610001, 7.066973, 
25.12, 10, 1441.879, 0, 1441.879, 88.79916, 0, 88.79916, 2.5, -6.610001, 7.066973, 
25.16, 10, 1445.433, 0, 1445.433, 88.89915, 0, 88.89915, 2.5, -6.610001, 7.066973, 
25.2, 10, 1448.991, 0, 1448.991, 88.99915, 0, 88.99915, 2.5, -6.610001, 7.066973, 
25.24, 10, 1452.553, 0, 1452.553, 89.09915, 0, 89.09915, 2.5, -6.610001, 7.066973, 
25.28, 10, 1456.119, 0, 1456.119, 89.19915, 0, 89.19915, 2.5, -6.610001, 7.066973, 
25.32, 10, 1459.689, 0, 1459.689, 89.29915, 0, 89.29915, 2.5, -6.610001, 7.066973, 
25.36, 10, 1463.263, 0, 1463.263, 89.39915, 0, 89.39915, 2.5, -6.610001, 7.066973, 
25.4, 10, 1466.841, 0, 1466.841, 89.49915, 0, 89.49915, 2.5, -6.610001, 7.066973, 
25.44, 10, 1470.423, 0, 1470.423, 89.59914, 0, 89.59914, 2.5, -6.610001, 7.066973, 
25.48, 10, 1474.009, 0, 1474.009, 89.69914, 0, 89.69914, 2.5, -6.610001, 7.066973, 
25.52, 10, 1477.599, 0, 1477.599, 89.79914, 0, 89.79914, 2.5, -6.610001, 7.066973, 
25.56, 10, 1481.193, 0, 1481.193, 89.89914, 0, 89.89914, 2.5, -6.610001, 7.066973, 
25.6, 10, 1484.791, 0, 1484.791, 89.99914, 0, 89.99914, 2.5, -6.610001, 7.066973, 
25.64, 10, 1488.392, 0, 1488.392, 90.09914, 0, 90.09914, 2.5, -6.610001, 7.066973, 
25.68, 10, 1491.998, 0, 1491.998, 90.19913, 0, 90.19913, 2.5, -6.610001, 7.066973, 
25.72, 10, 1495.608, 0, 1495.608, 90.29913, 0, 90.29913, 2.5, -6.610001, 7.066973, 
25.76, 10, 1499.222, 0, 1499.222, 90.39913, 0, 90.39913, 2.5, -6.610001, 7.066973, 
25.8, 10, 1502.84, 0, 1502.84, 90.49913, 0, 90.49913, 2.5, -6.610001, 7.066973, 
25.84, 10, 1506.462, 0, 1506.462, 90.59913, 0, 90.59913, 2.5, -6.610001, 7.066973, 
25.88, 10, 1510.088, 0, 1510.088, 90.69913, 0, 90.69913, 2.5, -6.610001, 7.066973, 
25.92, 10, 1513.718, 0, 1513.718, 90.79913, 0, 90.79913, 2.5, -6.610001, 7.066973, 
25.96, 10, 1517.352, 0, 1517.352, 90.89912, 0, 90.89912, 2.5, -6.610001, 7.066973, 
26, 10, 1520.99, 0, 1520.99, 90.99912, 0, 90.99912, 2.5, -6.610001, 7.066973, 
26.04, 10, 1524.632, 0, 1524.632, 91.09912, 0, 91.09912, 2.5, -6.610001, 7.066973, 
26.08, 10, 1528.278, 0, 1528.278, 91.19912, 0, 91.19912, 2.5, -6.610001, 7.066973, 
26.12, 10, 1531.928, 0, 1531.928, 91.29912, 0, 91.29912, 2.5, -6.610001, 7.066973, 
26.16, 10, 1535.582, 0, 1535.582, 91.39912, 0, 91.39912, 2.5, -6.610001, 7.066973, 
26.2, 10, 1539.24, 0, 1539.24, 91.49911, 0, 91.49911, 2.5, -6.610001, 7.066973, 
26.24, 10, 1542.902, 0, 1542.902, 91.59911, 0, 91.59911, 2.5, -6.610001, 7.066973, 
26.28, 10, 1546.568, 0, 1546.568, 91.69911, 0, 91.69911, 2.5, -6.610001, 7.066973, 
26.32, 10, 1550.238, 0, 1550.238, 91.79911, 0, 91.79911, 2.5, -6.610001, 7.066973, 
26.36, 10, 1553.912, 0, 1553.912, 91.89911, 0, 91.89911, 2.5, -6.610001, 7.066973, 
26.4, 10, 1557.59, 0, 1557.59, 91.99911, 0, 91.99911, 2.5, -6.610001, 7.066973, 
26.44, 10, 1561.272, 0, 1561.272, 92.09911, 0, 92.09911, 2.5, -6.610001, 7.066973, 
26.48, 10, 1564.958, 0, 1564.958, 92.1991, 0, 92.1991, 2.5, -6.610001, 7.066973, 
26.52, 10, 1568.648, 0, 1568.648, 92.2991, 0, 92.2991, 2.5, -6.610001, 7.066973, 
26.56, 10, 1572.342, 0, 1572.342, 92.3991, 0, 92.3991, 2.5, -6.610001, 7.066973, 
26.6, 10, 1576.04, 0, 1576.04, 92.4991, 0, 92.4991, 2.5, -6.610001, 7.066973, 
26.64, 10, 1579.742, 0, 1579.742, 92.5991, 0, 92.5991, 2.5, -6.610001, 7.066973, 
26.68, 10, 1583.448, 0, 1583.448, 92.6991, 0, 92.6991, 2.5, -6.610001, 7.066973, 
26.72, 10, 1587.157, 0, 1587.157, 92.7991, 0, 92.7991, 2.5, -6.610001, 7.066973, 
26.76, 10, 1590.871, 0, 1590.871, 92.89909, 0, 92.89909, 2.5, -6.610001, 7.066973, 
26.8, 10, 1594.589, 0, 1594.589, 92.99909, 0, 92.99909, 2.5, -6.610001, 7.066973, 
26.84, 10, 1598.311, 0, 1598.311, 93.09909, 0, 93.09909, 2.5, -6.610001, 7.066973, 
26.88, 10, 1602.037, 0, 1602.037, 93.19909, 0, 93.19909, 2.5, -6.610001, 7.066973, 
26.92, 10, 1605.767, 0, 1605.767, 93.29909, 0, 93.29909, 2.5, -6.610001, 7.066973, 
26.96, 10, 1609.501, 0, 1609.501, 93.39909, 0, 93.39909, 2.5, -6.610001, 7.066973, 
27, 10, 1613.239, 0, 1613.239, 93.49908, 0, 93.49908, 2.5, -6.610001, 7.066973, 
27.04, 10, 1616.981, 0, 1616.981, 93.59908, 0, 93.59908, 2.5, -6.610001, 7.066973, 
27.08, 10, 1620.727, 0, 1620.727, 93.69908, 0, 93.69908, 2.5, -6.610001, 7.066973, 
27.12, 10, 1624.477, 0, 1624.477, 93.79908, 0, 93.79908, 2.5, -6.610001, 7.066973, 
27.16, 10, 1628.231, 0, 1628.231, 93.89908, 0, 93.89908, 2.5, -6.610001, 7.066973, 
27.2, 10, 1631.989, 0, 1631.989, 93.99908, 0, 93.99908, 2.5, -6.610001, 7.066973, 
27.24, 10, 1635.751, 0, 1635.751, 94.09908, 0, 94.09908, 2.5, -6.610001, 7.066973, 
27.28, 10, 1639.517, 0, 1639.517, 94.19907, 0, 94.19907, 2.5, -6.610001, 7.066973, 
27.32, 10, 1643.287, 0, 1643.287, 94.29907, 0, 94.29907, 2.5, -6.610001, 7.066973, 
27.36, 10, 1647.061, 0, 1647.061, 94.39907, 0, 94.39907, 2.5, -6.610001, 7.066973, 
27.4, 10, 1650.839, 0, 1650.839, 94.49907, 0, 94.49907, 2.5, -6.610001, 7.066973, 
27.44, 10, 1654.621, 0, 1654.621, 94.59907, 0, 94.59907, 2.5, -6.610001, 7.066973, 
27.48, 10, 1658.407, 0, 1658.407, 94.69907, 0, 94.69907, 2.5, -6.610001, 7.066973, 
27.52, 10, 1662.197, 0, 1662.197, 94.79906, 0, 94.79906, 2.5, -6.610001, 7.066973, 
27.56, 10, 1665.991, 0, 1665.991, 94.89906, 0, 94.89906, 2.5, -6.610001, 7.066973, 
27.6, 10, 1669.789, 0, 1669.789, 94.99906, 0, 94.99906, 2.5, -6.610001, 7.066973, 
27.64, 10, 1673.591, 0, 1673.591, 95.09906, 0, 95.09906, 2.5, -6.610001, 7.066973, 
27.68, 10, 1677.397, 0, 1677.397, 95.19906, 0, 95.19906, 2.5, -6.610001, 7.066973, 
27.72, 10, 1681.207, 0, 1681.207, 95.29906, 0, 95.29906, 2.5, -6.610001, 7.066973, 
27.76, 10, 1685.021, 0, 1685.021, 95.39906, 0, 95.39906, 2.5, -6.610001, 7.066973, 
27.8, 10, 1688.839, 0, 1688.839, 95.49905, 0, 95.49905, 2.5, -6.610001, 7.066973, 
27.84, 10, 1692.661, 0, 1692.661, 95.59905, 0, 95.59905, 2.5, -6.610001, 7.066973, 
27.88, 10, 1696.486, 0, 1696.486, 95.69905, 0, 95.69905, 2.5, -6.610001, 7.066973, 
27.92, 10, 1700.316, 0, 1700.316, 95.79905, 0, 95.79905, 2.5, -6.610001, 7.066973, 
27.96, 10, 1704.15, 0, 1704.15, 95.89905, 0, 95.89905, 2.5, -6.610001, 7.066973, 
28, 10, 1707.988, 0, 1707.988, 95.99905, 0, 95.99905, 2.5, -6.610001, 7.066973, 
28.04, 10, 1711.83, 0, 1711.83, 96.09904, 0, 96.09904, 2.5, -6.610001, 7.066973, 
28.08, 10, 1715.676, 0, 1715.676, 96.19904, 0, 96.19904, 2.5, -6.610001, 7.066973, 
28.12, 10, 1719.526, 0, 1719.526, 96.29904, 0, 96.29904, 2.5, -6.610001, 7.066973, 
28.16, 10, 1723.38, 0, 1723.38, 96.39904, 0, 96.39904, 2.5, -6.610001, 7.066973, 
